Open,High,Low,Close,Volume,Dividends,Stock Splits
3.23993573832973,3.4343714233545044,3.2253034468339288,3.3783223628997803,508752000,0.0,0.0
3.318057421849131,3.3520341133138305,3.166774520883226,3.1742146015167236,705552000,0.0,0.0
3.247375795785045,3.415771081135738,3.216623291600039,3.3775784969329834,585620000,0.0,0.0
3.434867941882803,3.59334305702807,3.3835307462034834,3.5563902854919434,709160000,0.0,0.0
3.637983927832757,3.6402161650101723,3.3951870992780813,3.4678525924682617,786016000,0.0,0.0
3.519189840822816,3.5834233104742537,3.4685969544766326,3.5360543727874756,617260000,0.0,0.0
3.5167096214706848,3.6104553031874533,3.456196316921851,3.6017751693725586,523156000,0.0,0.0
3.579454805370069,3.7138736590407677,3.5516783762681103,3.6910572052001953,874764000,0.0,0.0
3.638728347878959,3.756282680054706,3.615167813097636,3.7309861183166504,730168000,0.0,0.0
3.7637225288553426,3.803155409021655,3.698497351149285,3.7168498039245605,617012000,0.0,0.0
3.7441300400837334,3.777114548286083,3.6858489731922814,3.691304922103882,470104000,0.0,0.0
3.6583204134923464,3.8026592117348854,3.631039722873773,3.762730360031128,493436000,0.0,0.0
3.812579106752089,3.9179812294530882,3.760994045616928,3.8919405937194824,651336000,0.0,0.0
3.8616839647976495,3.873340176988813,3.6593119889272123,3.689568519592285,661552000,0.0,0.0
3.744873531374814,3.833659223263163,3.671216103985398,3.7024645805358887,591020000,0.0,0.0
3.7870347976296665,3.932117431753169,3.782322691457603,3.9145092964172363,708972000,0.0,0.0
3.854988873404276,3.9899034852615594,3.752314933528981,3.97179913520813,1154572000,0.0,0.0
3.3865072057583347,3.5127416698512124,3.2488646323562516,3.422715902328491,2511528000,0.0,0.0
3.3765873016343764,3.4249484272017363,3.249112773824891,3.263745069503784,1153932000,0.0,0.0
3.3398819254189576,3.4217235219104616,3.26027232946524,3.407339334487915,974228000,0.0,0.0
3.4041147157783636,3.600782627463559,3.382290213990975,3.5650699138641357,842852000,0.0,0.0
3.5836707266602517,3.6404638709739183,3.5360539262900543,3.5893747806549072,625048000,0.0,0.0
3.605247310826541,3.7369379523852078,3.5831749362280725,3.699737310409546,528592000,0.0,0.0
3.71164099643769,3.7555378722689112,3.677912411674993,3.7188332080841064,542424000,0.0,0.0
3.7520658850399635,3.858956167917794,3.746609936433353,3.7944748401641846,702464000,0.0,0.0
3.7480980028482302,3.750330003411416,3.6131834196909463,3.65608811378479,637120000,0.0,0.0
3.5888791842993455,3.685353084574242,3.5744949952094345,3.6746890544891357,461604000,0.0,0.0
3.6305437594895285,3.684856799182397,3.583670800661406,3.6320319175720215,495180000,0.0,0.0
3.670472543510595,3.7647144332816125,3.656088119386422,3.7490899562835693,591060000,0.0,0.0
3.778603346260002,3.8646610922008633,3.7649629986392363,3.791499614715576,605372000,0.0,0.0
3.7905071240629296,3.8606925113532977,3.7473540864002417,3.8324198722839355,827264000,0.0,0.0
4.0412401097155035,4.064056327276621,3.879292930459708,3.902109384536743,1516748000,0.0,0.0
3.891444935632097,3.965350480102067,3.872348641323077,3.884748697280884,551892000,0.0,0.0
3.9140131163349925,3.99932676540732,3.902853113752647,3.932117462158203,540988000,0.0,0.0
3.944766023149045,3.969318266366035,3.8485399996407788,3.8631722927093506,448548000,0.0,0.0
3.9150059054403332,3.9668388452267935,3.9013655585424507,3.9479904174804688,401740000,0.0,0.0
4.031567217147927,4.0990243815401834,3.9269089445521965,3.93558931350708,656020000,0.0,0.0
3.930878038317001,3.9869271080642434,3.8626765440717756,3.8961572647094727,488464000,0.0,0.0
3.881772551025122,3.9083089241398525,3.797202747440637,3.8542439937591553,500256000,0.0,0.0
3.8480384607847022,3.8703819477933923,3.8073238411206454,3.829667091369629,324944000,0.004,0.0
3.8795667487348706,3.9262396539612707,3.82122561720187,3.884035587310791,357188000,0.0,0.0
3.9225163228639257,3.9453562929445285,3.835625044841748,3.892228603363037,409992000,0.0,0.0
3.876587381163265,3.924005129578457,3.8222183695365874,3.885773181915283,362924000,0.0,0.0
3.8768363922976126,3.88527711185891,3.7720704680555244,3.774801254272461,403524000,0.0,0.0
3.7512165455090587,3.7608988331401796,3.6593601772706688,3.7055366039276123,450104000,0.0,0.0
3.6161623980707254,3.750471417958401,3.594811885457147,3.7397961616516113,422416000,0.0,0.0
3.763380482913771,4.0233089356507294,3.7162108620349468,4.000469207763672,859728000,0.0,0.0
4.028273513738542,4.081152820051814,3.952057525392099,4.034728527069092,579576000,0.0,0.0
4.072217185513154,4.215463418916247,4.0647691996176345,4.186168670654297,768900000,0.0,0.0
4.195353851188514,4.207270437448607,4.1025042962245095,4.11020040512085,519384000,0.0,0.0
4.153397873648322,4.258412143994588,4.149922241949648,4.21571159362793,661484000,0.0,0.0
